ibge_code,valor,beneficiarios
1100072,6300.0,5
1100080,3134400.0,4451
1100080,3406800.0,4760
1100080,2569200.0,3579
1100080,3460200.0,4927
1100080,3201000.0,4511
1100080,2164567.0,4743
1100080,1500111.0,4457
1100080,1864848.0,4593
1100080,1758877.0,4534
1100080,24300.0,21
1100940,3511200.0,5056
1100940,4203000.0,5951
1100940,2539800.0,3644
1100940,4338600.0,6294
1100940,3835800.0,5561
1100940,3570482.0,6414
1100940,2303746.0,5879
1100940,3047513.0,6223
1100940,2813577.0,6123
1100940,25200.0,22
1100098,4984200.0,7195
1100098,6225600.0,8878
1100098,3914400.0,5619
1100098,6507600.0,9503
1100098,5805600.0,8489
1100098,5610545.0,9800
1100098,3657200.0,8779
1100098,4719941.0,9169
1100098,4195745.0,8917
1100098,36600.0,32
1101005,1865400.0,2811
1101005,2102400.0,3123
1101005,1467000.0,2187
1101005,2148600.0,3253
1101005,1917000.0,2905
1101005,1583086.0,3284
1101005,1070935.0,3066
1101005,1385245.0,3205
1101005,1281731.0,3183
1101005,1800.0,2
1100106,8972400.0,12701
1100106,10134000.0,14073
1100106,6567000.0,9157
1100106,10477800.0,14875
1100106,9504600.0,13144
1100106,7858872.0,14553
1100106,5055824.0,13361
1100106,6618214.0,13989
1100106,6096585.0,13780
1100106,140700.0,104
1101104,1809600.0,2456
1101104,2146200.0,2865
1101104,1306200.0,1712
1101104,2200200.0,3015
1101104,1974000.0,2695
1101104,1730503.0,3002
1101104,1115881.0,2704
1101104,1419717.0,2825
1101104,1325000.0,2775
1101104,25500.0,24
1100114,8570400.0,12124
1100114,10863000.0,15218
1100114,6281400.0,8818
1100114,11267400.0,16235
1100114,9891000.0,14209
1100114,10242908.0,17090
1100114,6605125.0,15358
1100114,8632536.0,16209
1100114,7892674.0,15869
1100114,101400.0,81
1100122,19146600.0,27264
1100122,24793800.0,34883
1100122,12749400.0,18205
1100122,25900200.0,37368
1100122,22336200.0,32144
1100122,25065039.0,39268
1100122,15500293.0,34602
1100122,20632574.0,36538
1100122,18703572.0,35439
1100122,323100.0,264
1100130,6514800.0,9420
1100130,7792800.0,11022
1100130,4580400.0,6543
1100130,7978800.0,11649
1100130,7092600.0,10332
1100130,6810273.0,11974
1100130,4349962.0,10909
1100130,5726254.0,11480
1100130,5355719.0,11305
1100130,40200.0,40
1101203,1261800.0,1911
1101203,1493400.0,2195
1101203,961800.0,1436
1101203,1530600.0,2325
1101203,1373400.0,2085
1101203,1240137.0,2380
1101203,809801.0,2192
1101203,1048616.0,2288
1101203,974847.0,2252
1101203,1800.0,2
1101302,2352000.0,3521
1101302,2627400.0,3854
1101302,1609800.0,2370
1101302,2676000.0,4026
1101302,2351400.0,3515
1101302,2103699.0,4012
1101302,1331123.0,3691
1101302,1755237.0,3857
1101302,1662055.0,3804
1101302,8700.0,10
1101401,2349000.0,3562
1101401,2880000.0,4238
1101401,1743600.0,2621
1101401,2988600.0,4513
1101401,2620800.0,3959
1101401,2618047.0,4677
1101401,1676477.0,4250
1101401,2215626.0,4493
1101401,2020824.0,4432
1101401,23400.0,23
1100148,3397800.0,5078
1100148,3894600.0,5707
1100148,2610600.0,3844
1100148,3969000.0,5953
1100148,3532200.0,5286
1100148,2986496.0,5992
1100148,1984648.0,5551
1100148,2485216.0,5693
1100148,2344454.0,5612
1100148,14700.0,13
1100338,5101800.0,7403
1100338,6108000.0,8643
1100338,3768000.0,5453
1100338,6397800.0,9326
1100338,5713200.0,8271
1100338,5595542.0,9769
1100338,3637851.0,9016
1100338,4795640.0,9474
1100338,4351016.0,9363
1100338,24300.0,25
1101435,1333200.0,2052
1101435,1607400.0,2393
1101435,908400.0,1380
1101435,1652400.0,2530
1101435,1421400.0,2198
1101435,1439713.0,2632
1101435,918298.0,2441
1101435,1197898.0,2549
1101435,1117803.0,2527
1101435,3000.0,3
1100502,1581000.0,2391
1100502,1803600.0,2687
1100502,1200600.0,1792
1100502,1846800.0,2800
1100502,1658400.0,2511
1100502,1437699.0,2838
1100502,940658.0,2586
1100502,1177022.0,2670
1100502,1117636.0,2640
1100502,14700.0,15
1100155,6083400.0,8845
1100155,7632600.0,10875
1100155,4170000.0,6004
1100155,7938600.0,11653
1100155,6863400.0,10076
1100155,7439963.0,12273
1100155,4659857.0,10989
1100155,6241638.0,11633
1100155,5687344.0,11403
1100155,71700.0,52
1101450,751800.0,1115
1101450,873000.0,1266
1101450,529200.0,776
1101450,892200.0,1327
1101450,787200.0,1166
1101450,705044.0,1318
1101450,450993.0,1210
1101450,599656.0,1254
1101450,560183.0,1245
1101450,1200.0,1
1100189,4902600.0,6904
1100189,6395400.0,8863
1100189,3448200.0,4856
1100189,6679800.0,9510
1100189,5841600.0,8302
1100189,6373611.0,10011
1100189,3909839.0,8581
1100189,5069074.0,9001
1100189,4602590.0,8665
1100189,68100.0,52
1101468,415200.0,570
1101468,462600.0,622
1101468,307200.0,408
1101468,476400.0,657
1101468,417000.0,572
1101468,350104.0,629
1101468,224916.0,588
1101468,295850.0,606
1101468,275402.0,600
1101468,1500.0,2
1100205,95980200.0,131438
1100205,115082400.0,156751
1100205,68011800.0,90815
1100205,119735400.0,166618
1100205,107003400.0,146526
1100205,103037618.0,170563
1100205,65627867.0,153316
1100205,86263544.0,161834
1100205,79309122.0,157593
1100205,1346700.0,1092
1100254,4225800.0,6117
1100254,4777800.0,6822
1100254,3026400.0,4234
1100254,4870800.0,7088
1100254,4328400.0,6267
1100254,3682036.0,7010
1100254,2351088.0,6392
1100254,3018839.0,6639
1100254,2905272.0,6511
1100254,31200.0,24
1101476,609600.0,930
1101476,700800.0,1032
1101476,415800.0,626
1101476,697200.0,1061
1101476,621000.0,933
1101476,560911.0,1049
1101476,337112.0,928
1101476,458180.0,983
1101476,434953.0,961
1101476,1800.0,2
1100262,613200.0,870
1100262,760800.0,1052
1100262,458400.0,640
1100262,789000.0,1126
1100262,701400.0,1002
1100262,671932.0,1152
1100262,443217.0,1065
1100262,573417.0,1105
1100262,516385.0,1080
1100262,4800.0,5
1100288,8432400.0,12102
1100288,10820400.0,15257
1100288,5670000.0,8079
1100288,11161200.0,16152
1100288,9619800.0,13902
1100288,10390451.0,16742
1100288,6447211.0,14828
1100288,8485332.0,15572
1100288,7879133.0,15195
1100288,120600.0,98
1100296,1313400.0,1904
1100296,1609200.0,2289
1100296,960600.0,1370
1100296,1645200.0,2404
1100296,1446600.0,2114
1100296,1344435.0,2438
1100296,877105.0,2219
1100296,1111372.0,2311
1100296,1035086.0,2272
1100296,13200.0,11
1101484,795000.0,1209
1101484,986400.0,1458
1101484,517200.0,790
1101484,1027800.0,1550
1101484,929400.0,1400
1101484,964154.0,1627
1101484,594647.0,1445
1101484,792988.0,1528
1101484,724029.0,1485
1101484,8100.0,6
1101492,3222600.0,4667
1101492,3856800.0,5437
1101492,2349600.0,3344
1101492,3929400.0,5721
1101492,3477600.0,5040
1101492,3263995.0,5809
1101492,2065415.0,5236
1101492,2699563.0,5500
1101492,2551479.0,5415
1101492,29100.0,24
1100320,3642600.0,5365
1100320,4725600.0,6727
1100320,2514600.0,3707
1100320,4806600.0,7116
1100320,4207200.0,6236
1100320,4338700.0,7347
1100320,2598850.0,6338
1100320,3366155.0,6611
1100320,3147583.0,6454
1100320,24900.0,25
1101500,2497800.0,3744
1101500,2872800.0,4218
1101500,1821600.0,2676
1101500,2947200.0,4427
1101500,2590200.0,3891
1101500,2357451.0,4468
1101500,1511589.0,4107
1101500,1946799.0,4263
1101500,1838057.0,4220
1101500,24900.0,21
1101559,792000.0,1186
1101559,940800.0,1396
1101559,576000.0,857
1101559,984600.0,1489
1101559,885000.0,1339
1101559,831242.0,1531
1101559,534682.0,1383
1101559,705982.0,1474
1101559,641522.0,1438
1101559,5400.0,5
1101609,1620000.0,2479
1101609,1904400.0,2843
1101609,1158000.0,1755
1101609,2020800.0,3066
1101609,1788000.0,2727
1101609,1685686.0,3158
1101609,1060493.0,2845
1101609,1395532.0,2988
1101609,1277332.0,2944
1101609,5700.0,7
1101708,2124000.0,3142
1101708,2586600.0,3727
1101708,1652400.0,2413
1101708,2655000.0,3954
1101708,2341200.0,3485
1101708,2164992.0,4070
1101708,1408967.0,3696
1101708,1805865.0,3849
1101708,1672547.0,3805
1101708,26400.0,26
1101757,1688400.0,2520
1101757,1976400.0,2894
1101757,1279800.0,1881
1101757,2030400.0,3045
1101757,1826400.0,2733
1101757,1598163.0,3110
1101757,1060642.0,2874
1101757,1359806.0,2991
1101757,1260376.0,2960
1101757,8700.0,8
1101807,1426200.0,2161
1101807,1642200.0,2444
1101807,1068000.0,1597
1101807,1701600.0,2584
1101807,1500600.0,2270
1101807,1323335.0,2604
1101807,861620.0,2407
1101807,1126781.0,2513
1101807,1020388.0,2467
1101807,5400.0,5
1100304,14095800.0,19564
1100304,17727000.0,24287
1100304,9361800.0,12809
1100304,18276000.0,25676
1100304,15834600.0,22143
1100304,16572234.0,26195
1100304,10124937.0,22783
1100304,13326244.0,23867
1100304,12388842.0,23078
1100304,172200.0,154
1200013,3348000.0,4898
1200013,3734400.0,5379
1200013,2653800.0,3812
1200013,3771600.0,5535
1200013,3480000.0,5077
1200013,2430863.0,5317
1200013,1639154.0,4921
1200013,2071504.0,5118
1200013,1959354.0,5037
1200013,10200.0,9
1200054,2840400.0,4271
1200054,3262800.0,4769
1200054,2321400.0,3469
1200054,3357000.0,5036
1200054,3059400.0,4576
1200054,2166883.0,4616
1200054,1408171.0,4285
1200054,1840623.0,4446
1200054,1658984.0,4340
1200054,13800.0,14
1200104,6797400.0,9885
1200104,7836600.0,11192
1200104,5499000.0,7902
1200104,8044200.0,11699
1200104,7317600.0,10577
1200104,5571805.0,11542
1200104,3763444.0,10719
1200104,4735589.0,11099
1200104,4345867.0,10793
1200104,27900.0,22
1200138,2800800.0,3894
1200138,3147000.0,4363
1200138,2322000.0,3179
1200138,3249000.0,4551
1200138,2967000.0,4115
1200138,2114382.0,4318
1200138,1433165.0,3995
1200138,1823386.0,4158
1200138,1675728.0,4089
1200138,21000.0,14
1200179,2769000.0,3976
1200179,2981400.0,4254
1200179,2188200.0,3078
1200179,3028200.0,4361
1200179,2745600.0,3926
1200179,1839783.0,4058
1200179,1229488.0,3789
1200179,1562837.0,3921
1200179,1454529.0,3850
1200179,10800.0,11
1200203,20124000.0,28779
1200203,22085400.0,31390
1200203,16577400.0,23372
1200203,22526400.0,32354
1200203,21030600.0,29880
1200203,12791317.0,28784
1200203,8402234.0,26624
1200203,10648221.0,27567
1200203,9921704.0,26890
1200203,96300.0,90
1200252,4135800.0,5802
1200252,4785600.0,6679
1200252,3445800.0,4754
1200252,4954200.0,7046
1200252,4587000.0,6464
1200252,3566409.0,7091
1200252,2443495.0,6558
1200252,3140396.0,6913
1200252,2819470.0,6791
1200252,15600.0,18
1200302,7620600.0,11314
1200302,8134800.0,11985
1200302,6775800.0,9988
1200302,8322000.0,12345
1200302,7845600.0,11648
1200302,3979645.0,11056
1200302,2869267.0,10526
1200302,3490976.0,10751
1200302,3192344.0,10591
1200302,20400.0,19
1200328,1978200.0,2997
1200328,2116200.0,3166
1200328,1780800.0,2687
1200328,2049000.0,3099
1200328,1908000.0,2894
1200328,730062.0,2273
1200328,512502.0,2154
1200328,645802.0,2211
1200328,584523.0,2205
1200328,1200.0,1
1200336,4624200.0,7014
1200336,4864800.0,7307
1200336,4143000.0,6243
1200336,4947600.0,7480
1200336,4753800.0,7153
1200336,2055754.0,6368
1200336,1443581.0,6085
1200336,1756439.0,6203
1200336,1548049.0,5645
1200336,12600.0,10
1200344,2774400.0,4159
1200344,2937600.0,4367
1200344,2367600.0,3514
1200344,2964000.0,4430
1200344,2751600.0,4108
1200344,1309951.0,3629
1200344,868729.0,3410
1200344,1099206.0,3478
1200344,1025653.0,3441
1200344,9300.0,6
1200351,3992400.0,6090
1200351,4128000.0,6272
1200351,3504600.0,5335
1200351,4116600.0,6269
1200351,3861600.0,5896
1200351,1644212.0,5190
1200351,1162898.0,4988
1200351,1430645.0,5089
1200351,1353415.0,5024
1200351,3000.0,3
1200385,3400800.0,4856
1200385,3843600.0,5455
1200385,2775600.0,3891
1200385,3964200.0,5707
1200385,3637800.0,5186
1200385,2777263.0,5682
1200385,1919560.0,5308
1200385,2419552.0,5508
1200385,2167585.0,5354
1200385,23700.0,22
1200807,4827600.0,6864
1200807,5187000.0,7356
1200807,3931800.0,5479
1200807,5280000.0,7534
1200807,4849800.0,6859
1200807,2984623.0,6898
1200807,2018785.0,6440
1200807,2530471.0,6649
1200807,2354251.0,6538
1200807,4500.0,5
1200393,2253600.0,3482
1200393,2350800.0,3606
1200393,1964400.0,3024
1200393,2368200.0,3647
1200393,2235600.0,3440
1200393,970483.0,3003
1200393,657465.0,2820
1200393,801063.0,2855
1200393,745114.0,2814
1200393,2700.0,4
1200401,70218000.0,96068
1200401,85278000.0,117385
1200401,55214400.0,74155
1200401,88047600.0,122906
1200401,78895800.0,108983
1200401,68304096.0,121758
1200401,45029075.0,110121
1200401,57472456.0,115399
1200401,51835639.0,112140
1200401,778800.0,660
1200427,3493200.0,5375
1200427,3624000.0,5531
1200427,3130200.0,4781
1200427,3713400.0,5668
1200427,3593400.0,5449
1200427,1540872.0,4878
1200427,1113468.0,4655
1200427,1314983.0,4736
1200427,1173639.0,4448
1200427,600.0,1
1200435,1455000.0,2129
1200435,1506600.0,2179
1200435,1360800.0,1976
1200435,1477200.0,2160
1200435,1416000.0,2062
1200435,419474.0,1459
1200435,296374.0,1384
1200435,355065.0,1408
1200435,327813.0,1402
1200435,1800.0,3
1200500,11079600.0,16183
1200500,11741400.0,17053
1200500,9592200.0,13865
1200500,11869200.0,17367
1200500,11053200.0,16145
1200500,5501879.0,15063
1200500,3824411.0,14229
1200500,4707685.0,14522
1200500,4339400.0,14053
1200500,36300.0,38
1200450,6402600.0,8169
1200450,6867600.0,8768
1200450,5374800.0,6656
1200450,6883200.0,8898
1200450,6382800.0,8161
1200450,3539031.0,7962
1200450,2428110.0,7440
1200450,3005543.0,7654
1200450,2863821.0,7553
1200450,14700.0,14
1200609,10535400.0,15039
1200609,10991400.0,15626
1200609,9408600.0,13306
1200609,11136000.0,15893
1200609,10579800.0,15103
1200609,4161085.0,12688
1200609,2921486.0,12048
1200609,3542321.0,12255
1200609,3312976.0,12041
1200609,23100.0,21
1200708,3989400.0,5668
1200708,4425600.0,6246
1200708,3301200.0,4614
1200708,4522800.0,6466
1200708,4128000.0,5873
1200708,2892543.0,6341
1200708,1994722.0,5942
1200708,2486652.0,6136
1200708,2288005.0,6029
1200708,16500.0,14
1300029,3737400.0,5347
1300029,3885000.0,5525
1300029,3240000.0,4585
1300029,4023600.0,5738
1300029,3768000.0,5363
1300029,1932610.0,5171
1300029,1346308.0,4881
1300029,1683679.0,5029
1300029,1566305.0,5000
1300029,0.0,0
1300060,2419200.0,3626
1300060,2496600.0,3710
1300060,2026800.0,3007
1300060,2546400.0,3790
1300060,2374800.0,3538
1300060,1289005.0,3521
1300060,904916.0,3336
1300060,1089970.0,3410
1300060,1067011.0,3400
1300060,4800.0,5
1300086,2739000.0,4127
1300086,2887800.0,4321
1300086,2476200.0,3697
1300086,2907000.0,4369
1300086,2757600.0,4144
1300086,1243912.0,3792
1300086,865341.0,3599
1300086,1040408.0,3638
1300086,977153.0,3536
1300086,4800.0,6
1300102,3913800.0,5510
1300102,4074600.0,5724
1300102,3526800.0,4896
1300102,4171200.0,5866
1300102,3913200.0,5498
1300102,1756719.0,5148
1300102,1270170.0,4934
1300102,1526819.0,5027
1300102,1402493.0,4843
1300102,4800.0,5
1300144,3159600.0,4702
1300144,3517200.0,5164
1300144,2605800.0,3843
1300144,3693600.0,5486
1300144,3377400.0,5035
1300144,2508919.0,5404
1300144,1724840.0,5034
1300144,2181321.0,5207
1300144,1972786.0,5147
1300144,10800.0,11
1300201,2872800.0,3884
1300201,2920800.0,3927
1300201,2636400.0,3510
1300201,3282600.0,4383
1300201,3102600.0,4151
1300201,1284516.0,3292
1300201,873598.0,3002
1300201,1060308.0,3083
1300201,889549.0,2993
1300201,12300.0,8
1300300,11538600.0,16056
1300300,12084000.0,16792
1300300,10063200.0,13808
1300300,12502800.0,17449
1300300,11736600.0,16344
1300300,5961338.0,15783
1300300,4165383.0,15011
1300300,5146816.0,15323
1300300,4754872.0,14799
1300300,37200.0,22
1300409,4185000.0,5902
1300409,4215000.0,5890
1300409,3493200.0,4861
1300409,4558200.0,6417
1300409,4366800.0,5977
1300409,2633163.0,6074
1300409,1766022.0,5551
1300409,2181695.0,5727
1300409,2004285.0,5677
1300409,7500.0,4
1300508,8301600.0,12081
1300508,8621400.0,12510
1300508,7124400.0,10274
1300508,8794200.0,12798
1300508,8312400.0,12080
1300508,3698816.0,10520
1300508,2565073.0,9960
1300508,3165889.0,10193
1300508,2982298.0,10056
1300508,5700.0,6
1300607,8340000.0,11754
1300607,8548200.0,11979
1300607,7272600.0,10117
1300607,8862600.0,12472
1300607,8430000.0,11723
1300607,4022933.0,10627
1300607,2772842.0,10029
1300607,3476455.0,10351
1300607,3157781.0,10097
1300607,20700.0,18
1300631,5907600.0,8295
1300631,6142200.0,8603
1300631,5482800.0,7639
1300631,6475800.0,9049
1300631,6180000.0,8662
1300631,2511265.0,7562
1300631,1906751.0,7266
1300631,2247689.0,7394
1300631,1996139.0,7233
1300631,1200.0,2
1300680,4236000.0,6039
1300680,4443000.0,6303
1300680,3407400.0,4744
1300680,4532400.0,6453
1300680,4155000.0,5904
1300680,2214515.0,5508
1300680,1461480.0,5188
1300680,1846734.0,5363
1300680,1759948.0,5319
1300680,6300.0,7
1300706,8276400.0,11133
1300706,8970600.0,12010
1300706,7029000.0,9196
1300706,9127800.0,12403
1300706,8597400.0,11591
1300706,5316098.0,11835
1300706,3702971.0,11189
1300706,4570866.0,11578
1300706,4167733.0,11209
1300706,16500.0,15
1300805,8024400.0,11283
1300805,8450400.0,11832
1300805,7164000.0,9932
1300805,8649000.0,12176
1300805,8172000.0,11478
1300805,3739909.0,10318
1300805,2695024.0,9781
1300805,3259644.0,9963
1300805,3002038.0,9726
1300805,4800.0,6
1300839,2907600.0,4230
1300839,3042600.0,4406
1300839,2527800.0,3635
1300839,3112200.0,4529
1300839,2933400.0,4260
1300839,1511568.0,4103
1300839,1098760.0,3899
1300839,1299447.0,4007
1300839,1244120.0,3960
1300839,600.0,1
1300904,3328800.0,4917
1300904,3510600.0,5165
1300904,3052200.0,4491
1300904,3559800.0,5231
1300904,3378000.0,4978
1300904,1406693.0,4280
1300904,924055.0,4013
1300904,1126768.0,4089
1300904,1070465.0,4033
1300904,1200.0,1
1301001,8632800.0,11836
1301001,8892000.0,12171
1301001,7596000.0,10280
1301001,8971800.0,12307
1301001,8527800.0,11681
1301001,3444722.0,10407
1301001,2492202.0,10006
1301001,3044302.0,10243
1301001,2904629.0,10170
1301001,13500.0,16
1301100,8802600.0,12159
1301100,9252000.0,12745
1301100,7478400.0,10061
1301100,9464400.0,13123
1301100,8871600.0,12185
1301100,5205017.0,12443
1301100,3759013.0,11871
1301100,4545762.0,12187
1301100,4265428.0,11905
1301100,13200.0,15
1301159,5525400.0,8096
1301159,5791800.0,8441
1301159,4992000.0,7227
1301159,5856600.0,8599
1301159,5645400.0,8248
1301159,2498050.0,7128
1301159,1735866.0,6753
1301159,2111685.0,6899
1301159,1898838.0,6440
1301159,9000.0,7
1301209,18174000.0,24592
1301209,19523400.0,26399
1301209,15285000.0,20230
1301209,21117000.0,28513
1301209,19174200.0,26010
1301209,12104967.0,26526
1301209,8674212.0,25037
1301209,10925413.0,26008
1301209,9737031.0,25725
1301209,40500.0,34
1301308,5562600.0,7652
1301308,5949600.0,8163
1301308,4840800.0,6515
1301308,6059400.0,8361
1301308,5649600.0,7755
1301308,3126443.0,7664
1301308,2212302.0,7217
1301308,2611749.0,7278
1301308,2347660.0,6960
1301308,6900.0,8
1301407,8466600.0,11099
1301407,8773800.0,11501
1301407,7290600.0,9330
1301407,8968800.0,11818
1301407,8476200.0,11114
1301407,3746999.0,9891
1301407,2611721.0,9396
1301407,3241220.0,9612
1301407,2999632.0,9324
1301407,4200.0,5
1301506,4042200.0,5804
1301506,4182000.0,5982
1301506,3675000.0,5261
1301506,4209600.0,6037
1301506,4002600.0,5757
1301506,1383738.0,4338
1301506,958240.0,4121
1301506,1186655.0,4200
1301506,1068452.0,4022
1301506,3000.0,3
1301605,5902200.0,7732
1301605,6229200.0,8169
1301605,5102400.0,6509
1301605,6385800.0,8448
1301605,5889600.0,7722
1301605,3256693.0,7384
1301605,2227318.0,6903
1301605,2850226.0,7172
1301605,2585023.0,7098
1301605,13200.0,11
1301654,3614400.0,5230
1301654,3780600.0,5449
1301654,3303000.0,4744
1301654,3858600.0,5589
1301654,3702600.0,5353
1301654,1429295.0,4318
1301654,999473.0,4077
1301654,1212268.0,4154
1301654,1128079.0,4106
1301654,4500.0,4
1301704,12812400.0,17494
1301704,13492800.0,18289
1301704,10339200.0,13725
1301704,13941000.0,19144
1301704,13197000.0,17707
1301704,7981515.0,17438
1301704,5251907.0,16150
1301704,6645459.0,16701
1301704,6286643.0,16471
1301704,40200.0,31
1301803,4620000.0,6435
1301803,4758000.0,6618
1301803,4338600.0,5996
1301803,4815600.0,6710
1301803,4672200.0,6506
1301803,1645791.0,5519
1301803,1251648.0,5334
1301803,1454234.0,5432
1301803,1349722.0,5219
1301803,1200.0,2
1301852,18130800.0,23459
1301852,19156200.0,24805
1301852,15094200.0,18898
1301852,19379400.0,25255
1301852,18117600.0,23356
1301852,10832849.0,23525
1301852,7557041.0,22127
1301852,9228855.0,22760
1301852,8770408.0,22250
1301852,50100.0,46
1301902,23105400.0,32090
1301902,25716000.0,35614
1301902,18256200.0,24851
1301902,26437800.0,36942
1301902,24058200.0,33402
1301902,17265112.0,35404
1301902,11408739.0,32801
1301902,14624055.0,34196
1301902,13634274.0,33488
1301902,92400.0,89
1301951,2474400.0,3509
1301951,2537400.0,3592
1301951,2134200.0,3008
1301951,2698800.0,3803
1301951,2553600.0,3614
1301951,1226003.0,3195
1301951,874858.0,3020
1301951,1109711.0,3124
1301951,972240.0,3102
1301951,1200.0,1
1302009,2640600.0,3587
1302009,2797200.0,3781
1302009,2155200.0,2848
1302009,2831400.0,3871
1302009,2592000.0,3516
1302009,1479466.0,3398
1302009,988832.0,3135
1302009,1219806.0,3191
1302009,1105544.0,3051
1302009,5100.0,7
1302108,1458600.0,2041
1302108,1519200.0,2123
1302108,1313400.0,1828
1302108,1713000.0,2362
1302108,1600800.0,2238
1302108,847326.0,2047
1302108,623533.0,1925
1302108,796452.0,2005
1302108,657421.0,1983
1302108,4800.0,5
1302207,2553600.0,3645
1302207,2643600.0,3759
1302207,2190000.0,3070
1302207,2625600.0,3741
1302207,2418600.0,3457
1302207,1156667.0,3104
1302207,778750.0,2941
1302207,998923.0,3024
1302207,923324.0,3003
1302207,4200.0,5
1302306,5152800.0,7044
1302306,5421600.0,7377
1302306,4537200.0,6132
1302306,5551200.0,7600
1302306,5227800.0,7122
1302306,2461321.0,6315
1302306,1679097.0,6011
1302306,2123826.0,6204
1302306,1979550.0,6131
1302306,13200.0,10
1302405,11008800.0,15535
1302405,11208600.0,15775
1302405,9778200.0,13626
1302405,11354400.0,15969
1302405,10867200.0,15285
1302405,4012230.0,12795
1302405,2888926.0,12272
1302405,3455492.0,12462
1302405,3241118.0,12033
1302405,10200.0,7
1302504,29530200.0,39852
1302504,31491000.0,42457
1302504,24741600.0,32452
1302504,32070600.0,43606
1302504,29791800.0,40110
1302504,17184387.0,39370
1302504,11746453.0,36938
1302504,14624758.0,38119
1302504,13784399.0,37558
1302504,67200.0,74
1302553,4456200.0,6794
1302553,4615200.0,7002
