codmunicipio,valor,beneficiarios,ano,mes
2607802,1763947,4627,2020,12
2607802,9000,6,2021,1
2607901,143638200,190715,2020,4
2607901,166480800,222767,2020,5
2607901,111615000,143309,2020,6
2607901,172740000,234665,2020,7
2607901,156458400,208562,2020,8
2607901,136300974,240934,2020,9
2607901,89442154,221026,2020,10
2607901,113688177,231274,2020,11
2607901,105131175,226149,2020,12
2607901,815100,689,2021,1
2607950,2785800,3761,2020,4
2607950,2919000,3936,2020,5
2607950,2344200,3056,2020,6
2607950,2897400,3937,2020,7
2607950,2694000,3624,2020,8
2607950,1517477,3657,2020,9
2607950,1066019,3410,2020,10
2607950,1276805,3465,2020,11
2607950,1184253,3363,2020,12
2607950,6600,7,2021,1
2608008,5118600,7043,2020,4
2608008,5302800,7249,2020,5
2608008,4385400,5914,2020,6
2608008,5274600,7276,2020,7
2608008,4971000,6830,2020,8
2608008,2603002,6854,2020,9
2608008,1946325,6600,2020,10
2608008,2302370,6742,2020,11
2608008,2227940,6694,2020,12
2608008,9300,7,2021,1
2608057,3550800,4972,2020,4
2608057,3757800,5220,2020,5
2608057,2995200,4093,2020,6
2608057,3780600,5314,2020,7
2608057,3555000,4971,2020,8
2608057,2020067,4879,2020,9
2608057,1343978,4497,2020,10
2608057,1644678,4587,2020,11
2608057,1548839,4470,2020,12
2608057,16500,13,2021,1
2608107,7188600,10313,2020,4
2608107,7601400,10837,2020,5
2608107,5738400,8041,2020,6
2608107,7555800,10872,2020,7
2608107,6951600,9948,2020,8
2608107,4481479,10593,2020,9
2608107,3081505,9993,2020,10
2608107,3840155,10300,2020,11
2608107,3624168,10166,2020,12
2608107,18900,15,2021,1
2608206,4315800,5532,2020,4
2608206,4509000,5743,2020,5
2608206,3436800,4197,2020,6
2608206,4514400,5834,2020,7
2608206,4203000,5366,2020,8
2608206,2355475,5349,2020,9
2608206,1585676,4994,2020,10
2608206,1886081,5043,2020,11
2608206,1774647,4765,2020,12
2608206,6900,7,2021,1
2608255,2929200,4406,2020,4
2608255,3003600,4484,2020,5
2608255,2419200,3593,2020,6
2608255,2955600,4431,2020,7
2608255,2780400,4158,2020,8
2608255,1536205,4231,2020,9
2608255,1101968,4041,2020,10
2608255,1357071,4160,2020,11
2608255,1279987,4133,2020,12
2608255,1200,1,2021,1
2608305,4200000,6197,2020,4
2608305,4367400,6403,2020,5
2608305,3310200,4796,2020,6
2608305,4297200,6360,2020,7
2608305,3971400,5833,2020,8
2608305,2534595,6255,2020,9
2608305,1768025,5939,2020,10
2608305,2157115,6069,2020,11
2608305,2053973,5995,2020,12
2608305,3900,3,2021,1
2608404,4116600,6029,2020,4
2608404,4189200,6089,2020,5
2608404,3432600,4967,2020,6
2608404,4113000,6020,2020,7
2608404,3879000,5667,2020,8
2608404,1937093,5643,2020,9
2608404,1416961,5406,2020,10
2608404,1700360,5523,2020,11
2608404,1646004,5490,2020,12
2608404,6600,7,2021,1
2608503,5040600,6937,2020,4
2608503,5485800,7522,2020,5
2608503,4015200,5334,2020,6
2608503,5572200,7738,2020,7
2608503,5053800,6946,2020,8
2608503,3701330,7690,2020,9
2608503,2467250,7148,2020,10
2608503,3052661,7311,2020,11
2608503,2818187,7138,2020,12
2608503,16500,14,2021,1
2608453,4631400,6226,2020,4
2608453,4868400,6539,2020,5
2608453,3616200,4640,2020,6
2608453,4925400,6668,2020,7
2608453,4520400,6029,2020,8
2608453,2984850,6400,2020,9
2608453,1948474,5942,2020,10
2608453,2472463,6134,2020,11
2608453,2296687,6038,2020,12
2608453,5400,5,2021,1
2608602,3339600,5068,2020,4
2608602,3403800,5129,2020,5
2608602,2845200,4267,2020,6
2608602,3350400,5079,2020,7
2608602,3182400,4807,2020,8
2608602,1662354,4954,2020,9
2608602,1233309,4775,2020,10
2608602,1451440,4861,2020,11
2608602,1405360,4828,2020,12
2608602,1500,2,2021,1
2608701,4064400,5866,2020,4
2608701,4131600,5915,2020,5
2608701,3541800,5046,2020,6
2608701,4134000,5960,2020,7
2608701,3969000,5710,2020,8
2608701,1768487,5502,2020,9
2608701,1294836,5300,2020,10
2608701,1540775,5391,2020,11
2608701,1496549,5368,2020,12
2608701,6600,7,2021,1
2608750,6203400,8440,2020,4
2608750,6646200,8958,2020,5
2608750,4944000,6457,2020,6
2608750,6720000,9176,2020,7
2608750,6172800,8323,2020,8
2608750,4165770,8798,2020,9
2608750,2706887,8048,2020,10
2608750,3328564,8115,2020,11
2608750,3129006,7865,2020,12
2608750,26400,25,2021,1
2608800,10722600,15306,2020,4
2608800,11370600,16163,2020,5
2608800,8627400,12060,2020,6
2608800,11422800,16365,2020,7
2608800,10608000,15124,2020,8
2608800,6706988,15943,2020,9
2608800,4606993,15129,2020,10
2608800,5739851,15646,2020,11
2608800,5478836,15549,2020,12
2608800,17400,19,2021,1
2608909,14380800,20009,2020,4
2608909,15406800,21358,2020,5
2608909,11361000,15300,2020,6
2608909,15461400,21647,2020,7
2608909,14137800,19588,2020,8
2608909,9960519,21112,2020,9
2608909,6837329,19919,2020,10
2608909,8423296,20525,2020,11
2608909,7974482,20360,2020,12
2608909,49200,40,2021,1
2609006,5654400,8210,2020,4
2609006,6120000,8829,2020,5
2609006,4413000,6265,2020,6
2609006,6121800,8924,2020,7
2609006,5561400,8054,2020,8
2609006,3985083,8742,2020,9
2609006,2699816,8206,2020,10
2609006,3394903,8477,2020,11
2609006,3166055,8355,2020,12
2609006,13800,11,2021,1
2609105,3258600,4509,2020,4
2609105,3393000,4667,2020,5
2609105,2776200,3733,2020,6
2609105,3409800,4724,2020,7
2609105,3195600,4397,2020,8
2609105,1789245,4572,2020,9
2609105,1304671,4387,2020,10
2609105,1580368,4478,2020,11
2609105,1486415,4446,2020,12
2609105,5400,5,2021,1
2609154,4971600,7121,2020,4
2609154,5038200,7190,2020,5
2609154,4542000,6458,2020,6
2609154,5059200,7245,2020,7
2609154,4919400,7030,2020,8
2609154,1832414,6303,2020,9
2609154,1423511,6107,2020,10
2609154,1647092,6174,2020,11
2609154,1556191,6122,2020,12
2609154,1800,2,2021,1
2609204,2985000,3968,2020,4
2609204,3129000,4142,2020,5
2609204,2625000,3391,2020,6
2609204,3151800,4208,2020,7
2609204,2995800,3961,2020,8
2609204,1425547,3713,2020,9
2609204,1007813,3446,2020,10
2609204,1174890,3504,2020,11
2609204,1103795,3379,2020,12
2609204,6300,5,2021,1
2609303,3778200,5380,2020,4
2609303,3889800,5494,2020,5
2609303,3169200,4421,2020,6
2609303,3904800,5557,2020,7
2609303,3639000,5157,2020,8
2609303,2001395,5156,2020,9
2609303,1399937,4862,2020,10
2609303,1719443,4984,2020,11
2609303,1613215,4936,2020,12
2609303,4800,5,2021,1
2614303,3298800,4774,2020,4
2614303,3379800,4865,2020,5
2614303,2847000,4042,2020,6
2614303,3385800,4897,2020,7
2614303,3174000,4574,2020,8
2614303,1522785,4384,2020,9
2614303,1075499,4131,2020,10
2614303,1321178,4227,2020,11
2614303,1235380,4201,2020,12
2614303,6300,6,2021,1
2609402,15281400,20196,2020,4
2609402,16533000,21878,2020,5
2609402,12178800,15479,2020,6
2609402,16699800,22352,2020,7
2609402,15509400,20445,2020,8
2609402,10552538,21661,2020,9
2609402,7102830,20185,2020,10
2609402,8750189,20763,2020,11
2609402,8304220,20286,2020,12
2609402,57300,39,2021,1
2609501,6642600,9373,2020,4
2609501,7264200,10195,2020,5
2609501,5184000,7075,2020,6
2609501,7395600,10480,2020,7
2609501,6708600,9414,2020,8
2609501,4914027,10177,2020,9
2609501,3146818,9236,2020,10
2609501,3974723,9478,2020,11
2609501,3673097,9277,2020,12
2609501,12300,10,2021,1
2609600,81936600,110971,2020,4
2609600,95065800,129410,2020,5
2609600,62867400,82700,2020,6
2609600,98814600,136547,2020,7
2609600,88687800,120453,2020,8
2609600,80219738,140432,2020,9
2609600,52369952,129255,2020,10
2609600,66924146,135302,2020,11
2609600,61441256,132636,2020,12
2609600,543900,447,2021,1
2609709,5437200,7830,2020,4
2609709,5702400,8128,2020,5
2609709,4599000,6485,2020,6
2609709,5739600,8275,2020,7
2609709,5360400,7688,2020,8
2609709,3147476,7940,2020,9
2609709,2247444,7514,2020,10
2609709,2757430,7742,2020,11
2609709,2597156,7689,2020,12
2609709,7200,8,2021,1
2609808,4629000,6601,2020,4
2609808,4737000,6705,2020,5
2609808,4108200,5783,2020,6
2609808,4763400,6801,2020,7
2609808,4585800,6529,2020,8
2609808,2034416,6046,2020,9
2609808,1469576,5723,2020,10
2609808,1753686,5816,2020,11
2609808,1622469,5739,2020,12
2609808,3300,2,2021,1
2609907,17712600,24494,2020,4
2609907,18561600,25525,2020,5
2609907,15064200,20342,2020,6
2609907,18772800,26073,2020,7
2609907,17439000,24028,2020,8
2609907,9842579,24046,2020,9
2609907,6936816,22674,2020,10
2609907,8508683,23300,2020,11
2609907,8014598,23071,2020,12
2609907,23100,19,2021,1
2610004,15638400,21093,2020,4
2610004,16584000,22255,2020,5
2610004,12486000,16240,2020,6
2610004,16707000,22651,2020,7
2610004,15217800,20424,2020,8
2610004,9778383,21455,2020,9
2610004,6518584,20065,2020,10
2610004,8082767,20603,2020,11
2610004,7554282,20027,2020,12
2610004,44400,40,2021,1
2610103,2197200,3177,2020,4
2610103,2230200,3191,2020,5
2610103,1922400,2740,2020,6
2610103,2166600,3135,2020,7
2610103,2086800,3013,2020,8
2610103,887323,2838,2020,9
2610103,671047,2733,2020,10
2610103,784472,2775,2020,11
2610103,751200,2744,2020,12
2610103,1200,1,2021,1
2610202,6276600,8939,2020,4
2610202,6684600,9422,2020,5
2610202,5183400,7233,2020,6
2610202,6657600,9503,2020,7
2610202,6202800,8805,2020,8
2610202,3601995,8997,2020,9
2610202,2502234,8415,2020,10
2610202,3043442,8640,2020,11
2610202,2892882,8541,2020,12
2610202,13500,13,2021,1
2610301,3742800,5632,2020,4
2610301,3787200,5664,2020,5
2610301,3103200,4616,2020,6
2610301,3653400,5477,2020,7
2610301,3459000,5177,2020,8
2610301,1722524,5159,2020,9
2610301,1240039,4958,2020,10
2610301,1492476,5060,2020,11
2610301,1447873,5019,2020,12
2610301,2400,3,2021,1
2610400,5140800,7565,2020,4
2610400,5428200,7888,2020,5
2610400,4214400,6090,2020,6
2610400,5443800,7983,2020,7
2610400,4998600,7323,2020,8
2610400,2932112,7604,2020,9
2610400,1974664,7184,2020,10
2610400,2493452,7403,2020,11
2610400,2326300,7213,2020,12
2610400,13800,11,2021,1
2610509,8146200,11730,2020,4
2610509,8407200,12023,2020,5
2610509,6690600,9404,2020,6
2610509,8246400,11884,2020,7
2610509,7661400,10948,2020,8
2610509,4600954,11417,2020,9
2610509,3335712,10919,2020,10
2610509,4018757,11132,2020,11
2610509,3825784,11056,2020,12
2610509,12900,11,2021,1
2610608,14962800,19778,2020,4
2610608,15848400,20924,2020,5
2610608,12168000,15406,2020,6
2610608,16110600,21493,2020,7
2610608,14904000,19572,2020,8
2610608,9315291,20214,2020,9
2610608,6216852,18909,2020,10
2610608,7801988,19473,2020,11
2610608,7355548,19155,2020,12
2610608,35400,34,2021,1
2610707,70075200,93555,2020,4
2610707,79673400,106876,2020,5
2610707,52843200,68579,2020,6
2610707,82192800,111949,2020,7
2610707,74092200,99215,2020,8
2610707,64584210,114469,2020,9
2610707,41632788,105009,2020,10
2610707,53387161,109637,2020,11
2610707,49373703,107114,2020,12
2610707,438000,351,2021,1
2610806,6426000,9222,2020,4
2610806,6546000,9337,2020,5
2610806,5577000,7887,2020,6
2610806,6562200,9418,2020,7
2610806,6214800,8876,2020,8
2610806,3130224,8857,2020,9
2610806,2311712,8512,2020,10
2610806,2739387,8657,2020,11
2610806,2597459,8602,2020,12
2610806,13200,12,2021,1
2610905,17381400,24222,2020,4
2610905,17745600,24596,2020,5
2610905,14850600,20307,2020,6
2610905,17574000,24538,2020,7
2610905,16714200,23226,2020,8
2610905,8570576,22692,2020,9
2610905,6156574,21621,2020,10
2610905,7402638,22088,2020,11
2610905,7013240,21895,2020,12
2610905,28500,25,2021,1
2611002,8916600,12364,2020,4
2611002,9604800,13226,2020,5
2611002,7321800,9904,2020,6
2611002,9752400,13608,2020,7
2611002,8962200,12388,2020,8
2611002,6011884,13180,2020,9
2611002,4066887,12314,2020,10
2611002,5082152,12648,2020,11
2611002,4735193,12371,2020,12
2611002,20700,18,2021,1
2611101,71576400,97215,2020,4
2611101,80987400,109396,2020,5
2611101,54778800,71790,2020,6
2611101,83004600,114115,2020,7
2611101,74551200,100969,2020,8
2611101,62501759,113911,2020,9
2611101,39642490,102707,2020,10
2611101,50797433,106208,2020,11
2611101,46592464,103008,2020,12
2611101,628800,437,2021,1
2611200,3263400,4661,2020,4
2611200,3309600,4691,2020,5
2611200,2901600,4101,2020,6
2611200,3304800,4716,2020,7
2611200,3162000,4516,2020,8
2611200,1410763,4303,2020,9
2611200,1059192,4110,2020,10
2611200,1256077,4162,2020,11
2611200,1181480,4123,2020,12
2611200,6000,1,2021,1
2611309,7672200,10409,2020,4
2611309,8001000,10789,2020,5
2611309,6532800,8650,2020,6
2611309,8041200,10966,2020,7
2611309,7576200,10241,2020,8
2611309,4090886,10282,2020,9
2611309,2889904,9768,2020,10
2611309,3492396,9973,2020,11
2611309,3308239,9849,2020,12
2611309,9900,11,2021,1
2611408,3352800,4351,2020,4
2611408,3620400,4713,2020,5
2611408,2809800,3525,2020,6
2611408,3739800,4901,2020,7
2611408,3502200,4572,2020,8
2611408,2218459,4767,2020,9
2611408,1550401,4443,2020,10
2611408,1834977,4490,2020,11
2611408,1603703,4190,2020,12
2611408,4500,3,2021,1
2611507,5572800,7414,2020,4
2611507,5859000,7753,2020,5
2611507,4731000,6110,2020,6
2611507,5865000,7861,2020,7
2611507,5574600,7412,2020,8
2611507,2837340,7223,2020,9
2611507,1975339,6753,2020,10
2611507,2354978,6865,2020,11
2611507,2218812,6648,2020,12
2611507,6600,7,2021,1
2611533,1749600,2675,2020,4
2611533,1781400,2711,2020,5
2611533,1417200,2141,2020,6
2611533,1788000,2723,2020,7
2611533,1657800,2525,2020,8
2611533,908909,2553,2020,9
2611533,630094,2416,2020,10
2611533,775931,2472,2020,11
2611533,740019,2441,2020,12
2611533,3600,4,2021,1
2611606,280243800,380591,2020,4
2611606,330685200,451092,2020,5
2611606,203339400,268007,2020,6
2611606,345622200,479572,2020,7
2611606,306036000,416452,2020,8
2611606,301230890,498000,2020,9
2611606,191071575,453700,2020,10
2611606,248423611,477876,2020,11
2611606,228124621,467554,2020,12
2611606,2078400,1679,2021,1
2611705,6378600,9368,2020,4
2611705,6787200,9904,2020,5
2611705,5266200,7612,2020,6
2611705,6826800,10048,2020,7
2611705,6282600,9193,2020,8
2611705,4029509,9895,2020,9
2611705,2865746,9501,2020,10
2611705,3551095,9795,2020,11
2611705,3352259,9731,2020,12
2611705,12900,15,2021,1
2611804,10229400,13656,2020,4
2611804,11013600,14677,2020,5
2611804,8068200,10283,2020,6
2611804,11010600,14834,2020,7
2611804,10061400,13404,2020,8
2611804,6802205,14019,2020,9
2611804,4496734,12785,2020,10
2611804,5429513,13079,2020,11
2611804,5086881,12464,2020,12
2611804,21600,17,2021,1
2611903,5288400,7183,2020,4
2611903,5727000,7755,2020,5
2611903,4236000,5520,2020,6
2611903,5647200,7744,2020,7
2611903,5207400,7048,2020,8
2611903,3128165,7056,2020,9
2611903,1983692,6312,2020,10
2611903,2396993,6371,2020,11
2611903,2169599,5953,2020,12
2611903,9600,9,2021,1
2612000,3198000,4510,2020,4
2612000,3335400,4679,2020,5
2612000,2674200,3689,2020,6
2612000,3345000,4729,2020,7
2612000,3115200,4371,2020,8
2612000,1747720,4492,2020,9
2612000,1226900,4307,2020,10
2612000,1502235,4415,2020,11
2612000,1452289,4376,2020,12
2612000,6600,7,2021,1
2612109,1759200,2463,2020,4
2612109,1807800,2521,2020,5
2612109,1531200,2097,2020,6
2612109,1794000,2515,2020,7
2612109,1691400,2359,2020,8
2612109,862819,2400,2020,9
2612109,642714,2302,2020,10
2612109,754834,2343,2020,11
2612109,719705,2330,2020,12
2612109,900,1,2021,1
2612208,14431200,20400,2020,4
2612208,15397200,21592,2020,5
2612208,11057400,15154,2020,6
2612208,15609000,22102,2020,7
2612208,14014800,19703,2020,8
2612208,10704182,21790,2020,9
2612208,7015316,20266,2020,10
2612208,8914939,21025,2020,11
2612208,8382357,20746,2020,12
2612208,59700,49,2021,1
2612307,4015800,5923,2020,4
2612307,4146600,6053,2020,5
2612307,3446400,5012,2020,6
2612307,3994200,5882,2020,7
2612307,3798600,5574,2020,8
2612307,1727024,5298,2020,9
2612307,1258723,5098,2020,10
2612307,1503741,5191,2020,11
2612307,1433645,5161,2020,12
2612307,900,1,2021,1
2612406,5322000,7415,2020,4
2612406,5562600,7703,2020,5
2612406,4515000,6165,2020,6
2612406,5602800,7828,2020,7
2612406,5311800,7381,2020,8
2612406,2981701,7456,2020,9
2612406,2173300,7092,2020,10
2612406,2567935,7271,2020,11
2612406,2445358,7207,2020,12
2612406,10500,10,2021,1
2612455,3433800,5080,2020,4
2612455,3522600,5176,2020,5
2612455,2905800,4240,2020,6
2612455,3461400,5123,2020,7
2612455,3253800,4793,2020,8
2612455,1634201,4875,2020,9
2612455,1162348,4676,2020,10
2612455,1421516,4761,2020,11
2612455,1339328,4721,2020,12
2612455,6300,4,2021,1
2612471,2842800,4328,2020,4
2612471,2976000,4499,2020,5
2612471,2280000,3418,2020,6
2612471,2959200,4506,2020,7
2612471,2724600,4132,2020,8
2612471,1705700,4298,2020,9
2612471,1185473,4056,2020,10
2612471,1463347,4168,2020,11
2612471,1391910,4126,2020,12
2612471,10500,7,2021,1
2612505,25657200,34166,2020,4
2612505,28561200,38074,2020,5
2612505,19571400,25358,2020,6
2612505,28870200,39096,2020,7
2612505,25722000,34442,2020,8
2612505,20765035,38951,2020,9
2612505,13659522,36475,2020,10
2612505,17508126,38118,2020,11
2612505,16514984,37821,2020,12
2612505,60900,52,2021,1
2612554,3523800,5344,2020,4
2612554,3586200,5401,2020,5
2612554,2959800,4426,2020,6
2612554,3575400,5405,2020,7
2612554,3351000,5051,2020,8
2612554,1719110,5070,2020,9
2612554,1229157,4841,2020,10
2612554,1485774,4926,2020,11
2612554,1429818,4901,2020,12
2612554,3000,3,2021,1
2612604,12247200,17166,2020,4
2612604,12596400,17549,2020,5
2612604,10370400,14264,2020,6
2612604,12693000,17819,2020,7
2612604,11927400,16678,2020,8
2612604,5906774,16006,2020,9
2612604,4102630,15111,2020,10
2612604,5007572,15399,2020,11
2612604,4710178,15007,2020,12
2612604,16200,16,2021,1
2612703,4348200,6224,2020,4
2612703,4481400,6386,2020,5
2612703,3538800,4962,2020,6
2612703,4515600,6475,2020,7
2612703,4180200,5955,2020,8
2612703,2409429,6120,2020,9
2612703,1654211,5826,2020,10
2612703,2074470,6008,2020,11
2612703,1996089,5986,2020,12
2612703,7500,6,2021,1
2612802,2627400,3882,2020,4
2612802,2714400,3991,2020,5
2612802,2193600,3192,2020,6
2612802,2716200,4009,2020,7
2612802,2497800,3679,2020,8
2612802,1390425,3832,2020,9
2612802,972478,3656,2020,10
2612802,1187877,3714,2020,11
2612802,1111240,3662,2020,12
2612802,3000,4,2021,1
2612901,2666400,3699,2020,4
2612901,2747400,3783,2020,5
2612901,2309400,3138,2020,6
2612901,2724000,3781,2020,7
2612901,2552400,3521,2020,8
2612901,1186590,3395,2020,9
2612901,841083,3214,2020,10
2612901,998188,3214,2020,11
2612901,915228,3125,2020,12
2612901,4500,5,2021,1
2613008,11880600,16645,2020,4
2613008,12317400,17145,2020,5
2613008,9777600,13302,2020,6
2613008,12293400,17265,2020,7
2613008,11551200,16040,2020,8
2613008,6517526,16472,2020,9
2613008,4575325,15703,2020,10
2613008,5594960,16055,2020,11
2613008,5334108,15864,2020,12
2613008,14700,16,2021,1
2613107,9649200,13269,2020,4
2613107,10310400,14133,2020,5
2613107,7765800,10346,2020,6
2613107,10326600,14283,2020,7
2613107,9544800,13075,2020,8
2613107,6358206,13890,2020,9
2613107,4364983,13106,2020,10
2613107,5418387,13525,2020,11
2613107,5078859,13324,2020,12
2613107,27300,24,2021,1
2613206,5854800,8648,2020,4
2613206,6015000,8816,2020,5
2613206,4968600,7236,2020,6
2613206,5966400,8803,2020,7
2613206,5664000,8323,2020,8
2613206,2854439,8305,2020,9
2613206,2081068,7969,2020,10
2613206,2482207,8116,2020,11
2613206,2373046,8054,2020,12
2613206,6000,7,2021,1
2613305,5786400,8124,2020,4
2613305,5997000,8356,2020,5
2613305,4951800,6819,2020,6
2613305,5986200,8424,2020,7
2613305,5673000,7953,2020,8
2613305,3003095,8066,2020,9
2613305,2198662,7731,2020,10
2613305,2633182,7905,2020,11
2613305,2488639,7851,2020,12
2613305,7200,7,2021,1
2613404,4574400,6331,2020,4
2613404,5073600,6985,2020,5
2613404,3856200,5180,2020,6
2613404,5162400,7200,2020,7
2613404,4783800,6618,2020,8
2613404,3067732,6776,2020,9
2613404,2075715,6293,2020,10
2613404,2550051,6471,2020,11
2613404,2398148,6329,2020,12
2613404,24000,16,2021,1
2613503,9231600,12907,2020,4
2613503,9696600,13429,2020,5
2613503,7780800,10677,2020,6
2613503,9516600,13361,2020,7
2613503,8894400,12397,2020,8
2613503,4549825,12116,2020,9
2613503,3103011,11311,2020,10
2613503,3807994,11507,2020,11
2613503,3572826,11274,2020,12
2613503,13800,12,2021,1
2613602,8210400,11429,2020,4
2613602,8670000,12033,2020,5
2613602,6806400,9250,2020,6
2613602,8721000,12196,2020,7
2613602,7990200,11092,2020,8
2613602,4975419,11683,2020,9
2613602,3536980,11107,2020,10
2613602,4321404,11419,2020,11
2613602,4110103,11318,2020,12
2613602,14100,14,2021,1
2613701,26589000,35335,2020,4
2613701,29588400,39563,2020,5
2613701,20869800,26579,2020,6
2613701,30392400,41094,2020,7
2613701,27547800,36675,2020,8
2613701,21846642,40833,2020,9
2613701,14451099,37662,2020,10
2613701,18148986,39038,2020,11
2613701,16824752,38135,2020,12
2613701,101700,82,2021,1
2613800,4546800,6659,2020,4
2613800,4803600,6993,2020,5
2613800,3736200,5371,2020,6
2613800,4832400,7097,2020,7
2613800,4451400,6510,2020,8
2613800,2816216,6850,2020,9
2613800,1951194,6477,2020,10
2613800,2429756,6675,2020,11
2613800,2269559,6621,2020,12
2613800,8100,7,2021,1
2613909,18886800,27023,2020,4
2613909,21007800,29917,2020,5
2613909,15162600,21355,2020,6
2613909,21378000,30792,2020,7
2613909,19114800,27349,2020,8
2613909,14657220,30611,2020,9
2613909,9818484,28537,2020,10
2613909,12452535,29549,2020,11
2613909,11347601,29063,2020,12
2613909,74400,66,2021,1
2614006,4642800,7063,2020,4
2614006,4770000,7178,2020,5
2614006,3900600,5847,2020,6
2614006,4766400,7228,2020,7
2614006,4470600,6768,2020,8
2614006,2420150,6715,2020,9
2614006,1695451,6354,2020,10
2614006,2069588,6470,2020,11
2614006,1921579,6409,2020,12
2614006,7200,7,2021,1
2614105,8689200,12000,2020,4
2614105,9057600,12429,2020,5
2614105,7237800,9716,2020,6
2614105,9038400,12494,2020,7
2614105,8469000,11606,2020,8
2614105,4843912,11826,2020,9
2614105,3437610,11216,2020,10
2614105,4149849,11447,2020,11
2614105,3988487,11227,2020,12
2614105,21000,16,2021,1
2614204,8737800,11966,2020,4
2614204,9643200,13157,2020,5
2614204,7253400,9599,2020,6
2614204,9738600,13467,2020,7
2614204,8910600,12191,2020,8
2614204,6000140,12762,2020,9
2614204,4030228,11682,2020,10
2614204,4854145,11829,2020,11
2614204,4331392,11037,2020,12
2614204,18600,19,2021,1
2614402,1346400,2097,2020,4
2614402,1358400,2109,2020,5
2614402,1066200,1644,2020,6
2614402,1320000,2056,2020,7
2614402,1225800,1911,2020,8
2614402,637295,1980,2020,9
2614402,421726,1865,2020,10
2614402,551684,1912,2020,11
2614402,511999,1899,2020,12
2614402,4500,4,2021,1
2614501,16204200,22717,2020,4
2614501,17124600,23843,2020,5
2614501,13447800,18425,2020,6
2614501,17234400,24247,2020,7
2614501,15966600,22329,2020,8
2614501,9113585,22514,2020,9
2614501,6193075,21239,2020,10
2614501,7715979,21773,2020,11
2614501,7254670,21496,2020,12
2614501,37500,36,2021,1
2614600,7739400,11154,2020,4
2614600,8019000,11492,2020,5
2614600,6475800,9161,2020,6
2614600,8057400,11622,2020,7
2614600,7503600,10775,2020,8
2614600,4045457,10731,2020,9
2614600,2828163,10225,2020,10
2614600,3468391,10470,2020,11
2614600,3312258,10387,2020,12
2614600,10800,13,2021,1
2614709,3715800,5235,2020,4
2614709,3769200,5275,2020,5
2614709,3252600,4496,2020,6
2614709,3756600,5289,2020,7
2614709,3603000,5056,2020,8
2614709,1603313,4893,2020,9
2614709,1181321,4688,2020,10
2614709,1398852,4754,2020,11
2614709,1318873,4701,2020,12
2614709,6000,5,2021,1
2614808,5402400,7730,2020,4
2614808,5697600,8100,2020,5
2614808,4584000,6427,2020,6
2614808,5721000,8209,2020,7
2614808,5322600,7585,2020,8
2614808,3133542,7828,2020,9
2614808,2184173,7361,2020,10
2614808,2640593,7504,2020,11
2614808,2477680,7373,2020,12
2614808,23100,20,2021,1
2614857,5797800,7915,2020,4
2614857,6399000,8684,2020,5
2614857,4585800,6063,2020,6
2614857,6402600,8813,2020,7
2614857,5868600,8016,2020,8
2614857,4091946,8547,2020,9
2614857,2723208,7946,2020,10
2614857,3421219,8229,2020,11
2614857,3240215,8015,2020,12
2614857,8100,10,2021,1
2615003,7042800,9598,2020,4
2615003,7693200,10478,2020,5
2615003,5396400,7110,2020,6
2615003,7758000,10691,2020,7
2615003,6887400,9365,2020,8
2615003,5445861,10576,2020,9
2615003,3607065,9901,2020,10
2615003,4653771,10334,2020,11
2615003,4365251,10285,2020,12
2615003,34500,25,2021,1
2615102,1848600,2775,2020,4
2615102,1882200,2803,2020,5
2615102,1541400,2287,2020,6
2615102,1830000,2741,2020,7
2615102,1734000,2586,2020,8
2615102,841579,2521,2020,9
2615102,600012,2412,2020,10
2615102,732797,2474,2020,11
2615102,685897,2448,2020,12
2615102,4500,4,2021,1
2615201,2343600,3547,2020,4
2615201,2406000,3606,2020,5
2615201,1942200,2888,2020,6
2615201,2418000,3654,2020,7
2615201,2269200,3415,2020,8
2615201,1200776,3342,2020,9
2615201,808557,3118,2020,10
2615201,989759,3122,2020,11
2615201,899894,3020,2020,12
2615201,5100,6,2021,1
2615300,11881800,17353,2020,4
2615300,12733800,18506,2020,5
2615300,8646600,12275,2020,6
2615300,12777000,18693,2020,7
2615300,11239200,16352,2020,8
2615300,8981454,18401,2020,9
2615300,5811729,17073,2020,10
2615300,7493937,17626,2020,11
2615300,7041353,17391,2020,12
2615300,48000,40,2021,1
2615409,11221200,15708,2020,4
2615409,12870600,18028,2020,5
2615409,8382600,11439,2020,6
2615409,13119600,18537,2020,7
2615409,11465400,16130,2020,8
2615409,10240699,18830,2020,9
2615409,6697092,17631,2020,10
2615409,8607086,18519,2020,11
2615409,8085799,18433,2020,12
2615409,14100,18,2021,1
2615508,3663000,4840,2020,4
2615508,3907800,5152,2020,5
2615508,3022800,3812,2020,6
2615508,3935400,5241,2020,7
2615508,3643800,4789,2020,8
2615508,2251353,4935,2020,9
2615508,1544471,4557,2020,10
2615508,1808858,4549,2020,11
2615508,1699509,4428,2020,12
2615508,3000,4,2021,1
2615607,8657400,12052,2020,4
2615607,9100200,12606,2020,5
2615607,7042800,9534,2020,6
2615607,9178800,12826,2020,7
2615607,8403000,11652,2020,8
2615607,5109461,12247,2020,9
2615607,3438809,11523,2020,10
2615607,4364653,11949,2020,11
2615607,4139165,11871,2020,12
2615607,19200,17,2021,1
2615706,3513000,5157,2020,4
2615706,3774600,5494,2020,5
2615706,2789400,4000,2020,6
2615706,3778200,5569,2020,7
