codmunicipio,valor,beneficiarios,ano,mes
3203320,8934000,13224,2020,8
3203320,8142068,15235,2020,9
3203320,5485798,14004,2020,10
3203320,7027179,14654,2020,11
3203320,6313485,14297,2020,12
3203320,80100,65,2021,1
3203346,2400600,3587,2020,4
3203346,3231000,4723,2020,5
3203346,1873800,2794,2020,6
3203346,3403200,5129,2020,7
3203346,2941200,4446,2020,8
3203346,3224402,5434,2020,9
3203346,2076229,4839,2020,10
3203346,2723765,5107,2020,11
3203346,2435928,5010,2020,12
3203346,23700,21,2021,1
3203353,1737600,2620,2020,4
3203353,2157000,3208,2020,5
3203353,1281000,1920,2020,6
3203353,2284800,3479,2020,7
3203353,2035200,3110,2020,8
3203353,2119518,3734,2020,9
3203353,1365850,3357,2020,10
3203353,1833742,3567,2020,11
3203353,1668329,3511,2020,12
3203353,22500,19,2021,1
3203403,5170200,7609,2020,4
3203403,5891400,8586,2020,5
3203403,3970800,5745,2020,6
3203403,6004800,8911,2020,7
3203403,5364600,7934,2020,8
3203403,4318815,8807,2020,9
3203403,2934064,8240,2020,10
3203403,3694972,8545,2020,11
3203403,3478182,8449,2020,12
3203403,23400,23,2021,1
3203502,4359600,6357,2020,4
3203502,4812000,6950,2020,5
3203502,3102600,4393,2020,6
3203502,4867800,7123,2020,7
3203502,4215600,6137,2020,8
3203502,3489720,6962,2020,9
3203502,2152860,6338,2020,10
3203502,2864312,6606,2020,11
3203502,2699001,6474,2020,12
3203502,33900,26,2021,1
3203601,1276200,1902,2020,4
3203601,1411800,2075,2020,5
3203601,927000,1351,2020,6
3203601,1408200,2102,2020,7
3203601,1257000,1863,2020,8
3203601,953197,2010,2020,9
3203601,598865,1828,2020,10
3203601,795544,1916,2020,11
3203601,747895,1891,2020,12
3203601,0,0,2021,1
3203700,3259200,4944,2020,4
3203700,4023600,6011,2020,5
3203700,2552400,3847,2020,6
3203700,4182000,6372,2020,7
3203700,3707400,5667,2020,8
3203700,3507167,6630,2020,9
3203700,2342543,6084,2020,10
3203700,2982335,6394,2020,11
3203700,2732840,6293,2020,12
3203700,24300,24,2021,1
3203809,2713200,3944,2020,4
3203809,3119400,4521,2020,5
3203809,2169600,3094,2020,6
3203809,3187800,4694,2020,7
3203809,2902800,4244,2020,8
3203809,2244176,4634,2020,9
3203809,1509824,4270,2020,10
3203809,1925037,4459,2020,11
3203809,1773368,4379,2020,12
3203809,14400,12,2021,1
3203908,8157600,11973,2020,4
3203908,9918600,14375,2020,5
3203908,6216600,8987,2020,6
3203908,10284000,15258,2020,7
3203908,9063600,13398,2020,8
3203908,8596395,15699,2020,9
3203908,5617968,14276,2020,10
3203908,7306794,14969,2020,11
3203908,6649771,14674,2020,12
3203908,104700,80,2021,1
3204005,3567000,5429,2020,4
3204005,4161000,6242,2020,5
3204005,2688000,4042,2020,6
3204005,4275600,6536,2020,7
3204005,3780600,5761,2020,8
3204005,3323407,6617,2020,9
3204005,2178117,6100,2020,10
3204005,2822175,6374,2020,11
3204005,2668988,6313,2020,12
3204005,49800,40,2021,1
3204054,4643400,6583,2020,4
3204054,5337000,7524,2020,5
3204054,3418800,4702,2020,6
3204054,5476200,7851,2020,7
3204054,4866000,6919,2020,8
3204054,4012500,7512,2020,9
3204054,2519499,6591,2020,10
3204054,3223377,6871,2020,11
3204054,3002734,6735,2020,12
3204054,37500,40,2021,1
3204104,4853400,6635,2020,4
3204104,5565000,7581,2020,5
3204104,3727200,4874,2020,6
3204104,5662800,7863,2020,7
3204104,5023200,6869,2020,8
3204104,4102068,7718,2020,9
3204104,2608429,6855,2020,10
3204104,3414564,7205,2020,11
3204104,3204611,7087,2020,12
3204104,59700,44,2021,1
3204203,3980400,5723,2020,4
3204203,5032200,7224,2020,5
3204203,2870400,4096,2020,6
3204203,5277600,7718,2020,7
3204203,4570800,6646,2020,8
3204203,4800970,8064,2020,9
3204203,3127154,7274,2020,10
3204203,4047926,7682,2020,11
3204203,3648846,7460,2020,12
3204203,35700,30,2021,1
3204252,1713600,2490,2020,4
3204252,1849800,2664,2020,5
3204252,1380000,1954,2020,6
3204252,1865400,2722,2020,7
3204252,1687200,2442,2020,8
3204252,1104157,2590,2020,9
3204252,735319,2410,2020,10
3204252,915310,2464,2020,11
3204252,871882,2423,2020,12
3204252,3600,3,2021,1
3204302,2922600,4168,2020,4
3204302,3237000,4581,2020,5
3204302,2187000,3049,2020,6
3204302,3290400,4727,2020,7
3204302,2942400,4207,2020,8
3204302,2265749,4562,2020,9
3204302,1480060,4185,2020,10
3204302,1908110,4318,2020,11
3204302,1819378,4230,2020,12
3204302,31800,27,2021,1
3204351,3087000,4655,2020,4
3204351,3884400,5733,2020,5
3204351,2520600,3797,2020,6
3204351,4082400,6203,2020,7
3204351,3676800,5595,2020,8
3204351,3530435,6565,2020,9
3204351,2407412,6082,2020,10
3204351,3088723,6365,2020,11
3204351,2795067,6269,2020,12
3204351,37200,34,2021,1
3204401,1629600,2429,2020,4
3204401,2026200,2976,2020,5
3204401,1366800,2016,2020,6
3204401,2131800,3215,2020,7
3204401,1873200,2820,2020,8
3204401,1800583,3326,2020,9
3204401,1225212,3058,2020,10
3204401,1586477,3200,2020,11
3204401,1377443,3135,2020,12
3204401,30000,29,2021,1
3204500,1794600,2759,2020,4
3204500,2233200,3323,2020,5
3204500,1590000,2452,2020,6
3204500,2351400,3621,2020,7
3204500,2115600,3267,2020,8
3204500,1928060,3796,2020,9
3204500,1329297,3506,2020,10
3204500,1736711,3692,2020,11
3204500,1494675,3632,2020,12
3204500,24300,19,2021,1
3204559,4922400,7555,2020,4
3204559,6982200,10344,2020,5
3204559,5019000,7800,2020,6
3204559,7677000,11899,2020,7
3204559,7185600,11184,2020,8
3204559,7741430,13660,2020,9
3204559,5474973,12389,2020,10
3204559,7119182,13158,2020,11
3204559,5996540,12917,2020,12
3204559,52500,45,2021,1
3204609,3046200,4678,2020,4
3204609,4069200,6111,2020,5
3204609,2418000,3718,2020,6
3204609,4299000,6636,2020,7
3204609,3717600,5738,2020,8
3204609,4109231,7155,2020,9
3204609,2691863,6485,2020,10
3204609,3553542,6870,2020,11
3204609,3168633,6736,2020,12
3204609,61500,48,2021,1
3204658,1474800,2213,2020,4
3204658,1839600,2703,2020,5
3204658,1203600,1817,2020,6
3204658,1918800,2895,2020,7
3204658,1723800,2597,2020,8
3204658,1619498,3055,2020,9
3204658,1090954,2806,2020,10
3204658,1416083,2947,2020,11
3204658,1261470,2894,2020,12
3204658,12000,12,2021,1
3204708,4999800,7337,2020,4
3204708,6353400,9179,2020,5
3204708,3669000,5350,2020,6
3204708,6602400,9805,2020,7
3204708,5754600,8519,2020,8
3204708,6137832,10428,2020,9
3204708,4017054,9543,2020,10
3204708,5326155,10102,2020,11
3204708,4825174,9953,2020,12
3204708,50700,49,2021,1
3204807,2041200,2983,2020,4
3204807,2356200,3428,2020,5
3204807,1550400,2227,2020,6
3204807,2407800,3555,2020,7
3204807,2130600,3127,2020,8
3204807,1736957,3461,2020,9
3204807,1160505,3195,2020,10
3204807,1467413,3306,2020,11
3204807,1347892,3248,2020,12
3204807,16200,14,2021,1
3204906,22750200,32820,2020,4
3204906,26682000,38263,2020,5
3204906,16170600,22748,2020,6
3204906,27523800,40055,2020,7
3204906,24283800,35060,2020,8
3204906,22512113,40376,2020,9
3204906,14280927,36297,2020,10
3204906,18769114,38066,2020,11
3204906,17270465,36972,2020,12
3204906,231600,201,2021,1
3204955,1546800,2360,2020,4
3204955,1953000,2934,2020,5
3204955,1210800,1825,2020,6
3204955,2088000,3198,2020,7
3204955,1832400,2818,2020,8
3204955,1852936,3357,2020,9
3204955,1243858,3085,2020,10
3204955,1628806,3258,2020,11
3204955,1445351,3218,2020,12
3204955,21300,19,2021,1
3205002,77484600,106953,2020,4
3205002,98916600,137694,2020,5
3205002,60986400,83401,2020,6
3205002,103424400,146383,2020,7
3205002,92203800,129586,2020,8
3205002,90545911,152842,2020,9
3205002,59868725,137002,2020,10
3205002,76752080,143068,2020,11
3205002,68397744,137375,2020,12
3205002,1170300,944,2021,1
3205010,4639200,6512,2020,4
3205010,5502600,7658,2020,5
3205010,3511200,4828,2020,6
3205010,5715000,8128,2020,7
3205010,5108400,7240,2020,8
3205010,4561469,8134,2020,9
3205010,2942089,7272,2020,10
3205010,3827341,7569,2020,11
3205010,3461613,7340,2020,12
3205010,71700,64,2021,1
3205036,2968200,4378,2020,4
3205036,3888000,5660,2020,5
3205036,2380200,3521,2020,6
3205036,4092000,6120,2020,7
3205036,3588600,5364,2020,8
3205036,3661153,6432,2020,9
3205036,2446715,5834,2020,10
3205036,3184897,6135,2020,11
3205036,2801123,6007,2020,12
3205036,54000,49,2021,1
3205069,3314400,4969,2020,4
3205069,4282800,6299,2020,5
3205069,2432400,3641,2020,6
3205069,4426800,6695,2020,7
3205069,3882000,5889,2020,8
3205069,4196469,7076,2020,9
3205069,2686184,6342,2020,10
3205069,3489234,6661,2020,11
3205069,3216309,6534,2020,12
3205069,62400,49,2021,1
3205101,12799200,17520,2020,4
3205101,15643800,21565,2020,5
3205101,10114800,13578,2020,6
3205101,16294200,22755,2020,7
3205101,14591400,20255,2020,8
3205101,13131662,23207,2020,9
3205101,8780147,21057,2020,10
3205101,11243992,21990,2020,11
3205101,9993440,21258,2020,12
3205101,176400,138,2021,1
3205150,1778400,2689,2020,4
3205150,2072400,3090,2020,5
3205150,1323000,1982,2020,6
3205150,2114400,3211,2020,7
3205150,1878000,2844,2020,8
3205150,1687980,3291,2020,9
3205150,1088974,3025,2020,10
3205150,1430761,3160,2020,11
3205150,1331992,3140,2020,12
3205150,7200,8,2021,1
3205176,2710200,4154,2020,4
3205176,3428400,5133,2020,5
3205176,2254200,3448,2020,6
3205176,3604200,5556,2020,7
3205176,3214800,4961,2020,8
3205176,3162441,5917,2020,9
3205176,2156551,5478,2020,10
3205176,2765780,5763,2020,11
3205176,2490601,5697,2020,12
3205176,19800,13,2021,1
3205200,61084800,87403,2020,4
3205200,81039600,116421,2020,5
3205200,46830000,66932,2020,6
3205200,86088600,125716,2020,7
3205200,75306000,109041,2020,8
3205200,81912541,133765,2020,9
3205200,54038778,120125,2020,10
3205200,70073213,126707,2020,11
3205200,62288892,122375,2020,12
3205200,1063800,850,2021,1
3205309,42264600,60264,2020,4
3205309,52472400,74973,2020,5
3205309,32187600,45353,2020,6
3205309,54669600,79435,2020,7
3205309,48181200,69399,2020,8
3205309,46997374,81558,2020,9
3205309,30429740,73088,2020,10
3205309,39581431,76486,2020,11
3205309,35276399,73660,2020,12
3205309,784800,596,2021,1
3300100,30396000,42251,2020,4
3300100,36649200,51299,2020,5
3300100,23656800,32402,2020,6
3300100,38118600,54036,2020,7
3300100,33932400,47602,2020,8
3300100,31293640,55119,2020,9
3300100,20529207,50275,2020,10
3300100,26547399,52738,2020,11
3300100,23819444,51185,2020,12
3300100,302400,244,2021,1
3300159,1995000,2883,2020,4
3300159,2331600,3383,2020,5
3300159,1459800,2078,2020,6
3300159,2406600,3535,2020,7
3300159,2088600,3048,2020,8
3300159,1856346,3458,2020,9
3300159,1239594,3221,2020,10
3300159,1599015,3364,2020,11
3300159,1469543,3305,2020,12
3300159,18900,20,2021,1
3300209,27988200,38315,2020,4
3300209,33055800,45716,2020,5
3300209,21410400,28780,2020,6
3300209,34371000,48091,2020,7
3300209,30442200,41958,2020,8
3300209,26845180,48249,2020,9
3300209,17692590,44238,2020,10
3300209,22758551,46305,2020,11
3300209,20546518,45238,2020,12
3300209,192000,181,2021,1
3300225,2418000,3408,2020,4
3300225,2846400,4019,2020,5
3300225,1836600,2512,2020,6
3300225,2941200,4206,2020,7
3300225,2617200,3717,2020,8
3300225,2298963,4223,2020,9
3300225,1510776,3866,2020,10
3300225,1929670,4015,2020,11
3300225,1792654,3927,2020,12
3300225,28800,24,2021,1
3300233,8653200,12585,2020,4
3300233,11425800,16598,2020,5
3300233,6483600,9416,2020,6
3300233,12102600,17883,2020,7
3300233,10420200,15325,2020,8
3300233,11605435,18980,2020,9
3300233,7692397,17312,2020,10
3300233,10197467,18506,2020,11
3300233,9123753,18117,2020,12
3300233,89400,71,2021,1
3300258,7081800,10297,2020,4
3300258,8450400,12288,2020,5
3300258,4745400,6810,2020,6
3300258,8853600,13014,2020,7
3300258,7593600,11020,2020,8
3300258,8010997,13357,2020,9
3300258,4869281,11608,2020,10
3300258,6344095,12161,2020,11
3300258,5693218,11764,2020,12
3300258,69600,49,2021,1
3300308,13629600,18812,2020,4
3300308,16662000,23124,2020,5
3300308,10688400,14544,2020,6
3300308,17341200,24447,2020,7
3300308,15362400,21448,2020,8
3300308,14162451,24773,2020,9
3300308,9253727,22346,2020,10
3300308,11798362,23296,2020,11
3300308,10543657,22432,2020,12
3300308,169500,135,2021,1
3300407,22998000,32089,2020,4
3300407,29489400,41498,2020,5
3300407,18795600,26023,2020,6
3300407,31192800,44568,2020,7
3300407,27925200,39509,2020,8
3300407,27298107,46464,2020,9
3300407,18359379,42075,2020,10
3300407,23592838,44160,2020,11
3300407,20623509,42373,2020,12
3300407,393000,324,2021,1
3300456,103162800,137457,2020,4
3300456,120083400,161783,2020,5
3300456,82911600,108286,2020,6
3300456,124680000,170102,2020,7
3300456,112031400,150272,2020,8
3300456,92040123,169548,2020,9
3300456,61913269,155897,2020,10
3300456,78863538,162526,2020,11
3300456,71401360,158872,2020,12
3300456,739500,615,2021,1
3300506,4302600,6164,2020,4
3300506,5491800,7882,2020,5
3300506,3316800,4736,2020,6
3300506,5780400,8419,2020,7
3300506,5065200,7345,2020,8
3300506,5258097,8952,2020,9
3300506,3482781,8180,2020,10
3300506,4577297,8722,2020,11
3300506,4111392,8544,2020,12
3300506,50700,52,2021,1
3300605,6418800,9167,2020,4
3300605,7612800,10865,2020,5
3300605,4692600,6552,2020,6
3300605,7833600,11342,2020,7
3300605,6835800,9800,2020,8
3300605,6366485,11479,2020,9
3300605,4125241,10506,2020,10
3300605,5390352,11036,2020,11
3300605,4937290,10820,2020,12
3300605,64200,56,2021,1
3300704,39718200,55199,2020,4
3300704,50662200,71212,2020,5
3300704,30547800,42164,2020,6
3300704,53510400,76180,2020,7
3300704,47010000,66243,2020,8
3300704,46856931,78607,2020,9
3300704,31551764,72195,2020,10
3300704,40927699,76370,2020,11
3300704,37159156,74723,2020,12
3300704,478200,395,2021,1
3300803,12067800,16992,2020,4
3300803,14222400,20123,2020,5
3300803,9291000,12914,2020,6
3300803,14817000,21172,2020,7
3300803,13057800,18459,2020,8
3300803,11435361,21217,2020,9
3300803,7535303,19518,2020,10
3300803,9725042,20436,2020,11
3300803,8770220,19979,2020,12
3300803,81900,79,2021,1
3300902,2997600,4324,2020,4
3300902,3411600,4884,2020,5
3300902,2289600,3199,2020,6
3300902,3416400,4960,2020,7
3300902,3091200,4461,2020,8
3300902,2363728,4848,2020,9
3300902,1579456,4510,2020,10
3300902,1990805,4680,2020,11
3300902,1858441,4600,2020,12
3300902,29700,28,2021,1
3301009,96790200,133889,2020,4
3301009,114480000,159539,2020,5
3301009,79485600,108122,2020,6
3301009,117984600,166587,2020,7
3301009,106478400,148986,2020,8
3301009,85925429,164832,2020,9
3301009,58028032,151427,2020,10
3301009,73671619,158211,2020,11
3301009,66891234,154630,2020,12
3301009,919800,779,2021,1
3301108,3096000,4383,2020,4
3301108,3747600,5325,2020,5
3301108,2360400,3262,2020,6
3301108,3895800,5610,2020,7
3301108,3433800,4919,2020,8
3301108,3141041,5654,2020,9
3301108,2091357,5206,2020,10
3301108,2691605,5462,2020,11
3301108,2434960,5335,2020,12
3301108,39300,40,2021,1
3300936,2557200,3568,2020,4
3300936,2971800,4141,2020,5
3300936,1883400,2577,2020,6
3300936,3098400,4358,2020,7
3300936,2721600,3816,2020,8
3300936,2278982,4163,2020,9
3300936,1337634,3521,2020,10
3300936,1761970,3722,2020,11
3300936,1567360,3594,2020,12
3300936,22200,14,2021,1
3301157,2427000,3511,2020,4
3301157,2847600,4130,2020,5
3301157,1899000,2679,2020,6
3301157,2925000,4281,2020,7
3301157,2613000,3799,2020,8
3301157,2143774,4180,2020,9
3301157,1465543,3878,2020,10
3301157,1838284,4052,2020,11
3301157,1694013,3986,2020,12
3301157,16500,11,2021,1
3301207,3379200,4661,2020,4
3301207,3766200,5176,2020,5
3301207,2542800,3385,2020,6
3301207,3807600,5319,2020,7
3301207,3421200,4735,2020,8
3301207,2641173,5132,2020,9
3301207,1703907,4713,2020,10
3301207,2221767,4924,2020,11
3301207,2063934,4843,2020,12
3301207,16800,21,2021,1
3301306,6764400,9401,2020,4
3301306,8586000,12027,2020,5
3301306,5533800,7669,2020,6
3301306,9091200,12937,2020,7
3301306,8029800,11363,2020,8
3301306,7735571,13310,2020,9
3301306,5307881,12285,2020,10
3301306,6807457,12932,2020,11
3301306,6121152,12619,2020,12
3301306,76800,61,2021,1
3300951,1353600,1881,2020,4
3300951,1619400,2258,2020,5
3300951,1065000,1452,2020,6
3300951,1692000,2381,2020,7
3300951,1518000,2124,2020,8
3300951,1314776,2397,2020,9
3300951,862543,2159,2020,10
3300951,1120382,2271,2020,11
3300951,1040044,2202,2020,12
3300951,21900,13,2021,1
3301405,4418400,6172,2020,4
3301405,5073600,7105,2020,5
3301405,3350400,4584,2020,6
3301405,5211600,7371,2020,7
3301405,4623000,6487,2020,8
3301405,3907635,7295,2020,9
3301405,2564261,6726,2020,10
3301405,3355043,7088,2020,11
3301405,3057617,6940,2020,12
3301405,31200,28,2021,1
3301504,3162000,4438,2020,4
3301504,3955200,5582,2020,5
3301504,2451600,3367,2020,6
3301504,4098000,5870,2020,7
3301504,3528000,5027,2020,8
3301504,3408624,5907,2020,9
3301504,2253157,5391,2020,10
3301504,2904734,5684,2020,11
3301504,2629945,5536,2020,12
3301504,42300,33,2021,1
3301603,2031000,2841,2020,4
3301603,2533800,3550,2020,5
3301603,1553400,2138,2020,6
3301603,2626200,3743,2020,7
3301603,2277000,3246,2020,8
3301603,2227075,3850,2020,9
3301603,1472788,3549,2020,10
3301603,1926557,3756,2020,11
3301603,1738508,3708,2020,12
3301603,12600,13,2021,1
3301702,164952000,222659,2020,4
3301702,205302600,281277,2020,5
3301702,132607800,176954,2020,6
3301702,215743200,299736,2020,7
3301702,191334600,261379,2020,8
3301702,181627143,308754,2020,9
3301702,121822162,280395,2020,10
3301702,155398574,294432,2020,11
3301702,137857183,286498,2020,12
3301702,1740600,1475,2021,1
3301801,2205600,3177,2020,4
3301801,2559600,3685,2020,5
3301801,1746000,2479,2020,6
3301801,2622000,3833,2020,7
3301801,2353200,3398,2020,8
3301801,1893764,3751,2020,9
3301801,1266585,3447,2020,10
3301801,1617697,3603,2020,11
3301801,1460470,3534,2020,12
3301801,15600,12,2021,1
3301850,11388000,15459,2020,4
3301850,13014000,17786,2020,5
3301850,8951400,11905,2020,6
3301850,13410000,18584,2020,7
3301850,12056400,16470,2020,8
3301850,9595342,18233,2020,9
3301850,6271599,16603,2020,10
3301850,8103117,17302,2020,11
3301850,7360415,16978,2020,12
3301850,131400,84,2021,1
3301876,5329800,7536,2020,4
3301876,6312600,8958,2020,5
3301876,4015200,5603,2020,6
3301876,6642000,9504,2020,7
3301876,5836800,8164,2020,8
3301876,5370417,9490,2020,9
3301876,3520346,8621,2020,10
3301876,4550494,9029,2020,11
3301876,4090412,8819,2020,12
3301876,54300,45,2021,1
3301900,45883800,62920,2020,4
3301900,55234800,76709,2020,5
3301900,36604800,49491,2020,6
3301900,57400200,80633,2020,7
3301900,51283200,71080,2020,8
3301900,44573966,81328,2020,9
3301900,29670977,74226,2020,10
3301900,38042343,77858,2020,11
3301900,34189819,75801,2020,12
3301900,399900,324,2021,1
3302007,23671200,31615,2020,4
3302007,29462400,39979,2020,5
3302007,19416000,25543,2020,6
3302007,30903000,42541,2020,7
3302007,27511200,37409,2020,8
3302007,25343546,43636,2020,9
3302007,17181277,39562,2020,10
3302007,21381573,41144,2020,11
3302007,18972377,39706,2020,12
3302007,217200,188,2021,1
3302056,2339400,3434,2020,4
3302056,2754600,4030,2020,5
3302056,1829400,2636,2020,6
3302056,2809800,4160,2020,7
3302056,2546400,3749,2020,8
3302056,2071561,4064,2020,9
3302056,1382799,3729,2020,10
3302056,1763076,3895,2020,11
3302056,1587612,3780,2020,12
3302056,21000,20,2021,1
3302106,3941400,5884,2020,4
3302106,4652400,6901,2020,5
3302106,2973600,4358,2020,6
3302106,4784400,7193,2020,7
3302106,4160400,6224,2020,8
3302106,3833283,7251,2020,9
3302106,2522323,6670,2020,10
3302106,3260160,6986,2020,11
3302106,2966213,6864,2020,12
3302106,32400,32,2021,1
3302205,14787600,21239,2020,4
3302205,18517200,26565,2020,5
3302205,10911000,15433,2020,6
3302205,19413000,28259,2020,7
3302205,16903800,24463,2020,8
3302205,17254419,29303,2020,9
3302205,11248610,26592,2020,10
3302205,14646738,27972,2020,11
3302205,13269583,27309,2020,12
3302205,194400,154,2021,1
3302254,4719000,6532,2020,4
3302254,5761800,7987,2020,5
3302254,3711000,5065,2020,6
3302254,5992800,8471,2020,7
3302254,5437200,7540,2020,8
3302254,4921713,8683,2020,9
3302254,3264816,7921,2020,10
3302254,4220367,8275,2020,11
3302254,3814129,8008,2020,12
3302254,51000,47,2021,1
3302270,21601800,29323,2020,4
3302270,24951000,34132,2020,5
3302270,17918400,23917,2020,6
3302270,25893600,35844,2020,7
3302270,23626800,32112,2020,8
3302270,18052830,35471,2020,9
3302270,12248044,32786,2020,10
3302270,15481280,34064,2020,11
3302270,13949335,33319,2020,12
3302270,160500,132,2021,1
3302304,1592400,2236,2020,4
3302304,1810200,2519,2020,5
3302304,1242000,1685,2020,6
3302304,1820400,2582,2020,7
3302304,1650000,2314,2020,8
3302304,1203209,2406,2020,9
3302304,783741,2183,2020,10
3302304,1003560,2268,2020,11
3302304,922099,2213,2020,12
3302304,8700,7,2021,1
3302403,39193800,53307,2020,4
3302403,48768000,67088,2020,5
3302403,28985400,39002,2020,6
3302403,50707800,70734,2020,7
3302403,44541000,61720,2020,8
3302403,43999607,73161,2020,9
3302403,28811614,66528,2020,10
3302403,37580588,70076,2020,11
3302403,33915846,67906,2020,12
3302403,412800,367,2021,1
3302452,1470600,2075,2020,4
3302452,1681800,2351,2020,5
3302452,1012200,1360,2020,6
3302452,1717200,2447,2020,7
3302452,1486200,2092,2020,8
3302452,1373951,2408,2020,9
3302452,849006,2161,2020,10
3302452,1140944,2287,2020,11
3302452,1057823,2241,2020,12
3302452,23400,21,2021,1
3302502,52053600,70687,2020,4
3302502,62042400,85145,2020,5
3302502,40341000,53624,2020,6
3302502,63636000,88612,2020,7
3302502,56217600,76902,2020,8
3302502,49083806,87558,2020,9
3302502,32583969,80149,2020,10
3302502,41601176,83804,2020,11
3302502,37576829,81995,2020,12
3302502,387300,322,2021,1
3302601,6741000,9484,2020,4
3302601,8582400,12129,2020,5
3302601,5224800,7361,2020,6
3302601,9038400,12980,2020,7
3302601,7857600,11182,2020,8
3302601,7821941,13247,2020,9
3302601,5128413,11983,2020,10
3302601,6640349,12646,2020,11
3302601,5822550,12194,2020,12
3302601,66300,60,2021,1
3302700,30916800,43706,2020,4
3302700,36519000,51687,2020,5
3302700,20474400,28384,2020,6
3302700,37925400,54361,2020,7
3302700,32581800,45939,2020,8
3302700,32795242,54856,2020,9
3302700,20233494,49309,2020,10
3302700,27130661,51937,2020,11
3302700,24449885,50502,2020,12
3302700,341700,296,2021,1
3302809,2812800,4039,2020,4
3302809,3290400,4721,2020,5
3302809,2194800,3094,2020,6
3302809,3426600,4993,2020,7
3302809,3074400,4395,2020,8
3302809,2657093,4962,2020,9
3302809,1761517,4518,2020,10
3302809,2289264,4721,2020,11
3302809,2104128,4638,2020,12
3302809,31200,30,2021,1
3302858,32197800,43553,2020,4
3302858,38730000,53032,2020,5
3302858,26203200,34944,2020,6
3302858,40865400,56781,2020,7
3302858,36622800,49784,2020,8
3302858,32324722,57552,2020,9
3302858,21782473,52591,2020,10
3302858,27845610,55051,2020,11
3302858,24576514,53499,2020,12
3302858,312600,255,2021,1
3302908,4858200,6798,2020,4
3302908,5736600,8069,2020,5
3302908,3635400,5017,2020,6
3302908,5916000,8443,2020,7
3302908,5169600,7288,2020,8
3302908,4601154,8355,2020,9
3302908,2989961,7667,2020,10
3302908,3905405,8027,2020,11
3302908,3548182,7911,2020,12
3302908,47100,49,2021,1
3303005,5451000,7491,2020,4
3303005,6126600,8412,2020,5
3303005,4084800,5420,2020,6
3303005,6162000,8574,2020,7
3303005,5499000,7553,2020,8
3303005,4210920,8190,2020,9
3303005,2713763,7555,2020,10
3303005,3507565,7851,2020,11
3303005,3294798,7737,2020,12
3303005,34200,29,2021,1
3303104,2756400,3824,2020,4
3303104,3125400,4343,2020,5
3303104,2102400,2810,2020,6
3303104,3190800,4468,2020,7
3303104,2860200,3975,2020,8
3303104,2279409,4342,2020,9
3303104,1521968,4018,2020,10
3303104,1951105,4212,2020,11
3303104,1867674,4151,2020,12
3303104,22800,23,2021,1
3303203,24646200,33593,2020,4
3303203,30308400,41804,2020,5
3303203,19978800,26981,2020,6
3303203,32154600,45101,2020,7
3303203,29119800,39769,2020,8
3303203,27035080,46300,2020,9
3303203,18219558,42154,2020,10
3303203,23120405,44144,2020,11
3303203,20432685,42834,2020,12
3303203,333300,282,2021,1
3303302,63262800,88486,2020,4
3303302,79837800,112697,2020,5
3303302,48961200,67867,2020,6
3303302,84597600,121246,2020,7
3303302,74434800,104994,2020,8
3303302,74842639,126274,2020,9
3303302,49324257,114351,2020,10
3303302,63830641,120509,2020,11
3303302,56364040,116637,2020,12
3303302,960600,807,2021,1
3303401,26401800,37723,2020,4
3303401,34168200,49036,2020,5
3303401,19642200,28050,2020,6
3303401,35902200,52390,2020,7
3303401,31504800,45669,2020,8
3303401,33885005,56221,2020,9
3303401,22181274,50870,2020,10
3303401,29004782,53920,2020,11
3303401,25959574,52403,2020,12
3303401,309000,255,2021,1
3303500,173602800,233522,2020,4
3303500,206278200,281043,2020,5
3303500,141276000,187197,2020,6
3303500,215338800,297449,2020,7
3303500,194412000,263184,2020,8
3303500,164197939,299898,2020,9
3303500,110564807,275001,2020,10
3303500,140467884,287031,2020,11
3303500,125922749,279906,2020,12
3303500,1499400,1263,2021,1
3303609,8354400,11630,2020,4
3303609,9358200,13108,2020,5
3303609,6769800,9287,2020,6
3303609,9712200,13758,2020,7
3303609,8862000,12323,2020,8
3303609,6617395,13375,2020,9
3303609,4413751,12264,2020,10
3303609,5610639,12693,2020,11
3303609,5114614,12376,2020,12
3303609,76800,59,2021,1
3303708,6601200,9194,2020,4
3303708,8091600,11351,2020,5
3303708,5056200,6904,2020,6
3303708,8475000,12044,2020,7
3303708,7479000,10560,2020,8
3303708,7073592,12207,2020,9
3303708,4668476,11033,2020,10
3303708,6040015,11580,2020,11
3303708,5390319,11290,2020,12
3303708,83700,75,2021,1
3303807,7879800,11418,2020,4
3303807,9903600,14267,2020,5
3303807,5949000,8512,2020,6
3303807,10323000,15131,2020,7
3303807,9123000,13284,2020,8
3303807,9296743,15869,2020,9
3303807,6109391,14566,2020,10
3303807,8058913,15410,2020,11
3303807,7272405,15070,2020,12
3303807,104100,76,2021,1
3303856,5326800,7652,2020,4
3303856,6442200,9296,2020,5
3303856,4270800,5996,2020,6
3303856,6676800,9747,2020,7
3303856,5971800,8628,2020,8
3303856,5175814,9748,2020,9
3303856,3506765,8988,2020,10
3303856,4434724,9422,2020,11
3303856,4050215,9276,2020,12
3303856,44700,33,2021,1
3303906,42526200,60033,2020,4
3303906,54606000,77768,2020,5
3303906,33365400,46804,2020,6
3303906,57561600,83286,2020,7
3303906,51175800,73435,2020,8
3303906,51718775,88069,2020,9
3303906,34500030,79952,2020,10
3303906,44657311,84535,2020,11
3303906,39860007,82284,2020,12
