1100015,202004,4445400.0,6513
1100015,202005,5403600.0,7763
1100015,202006,3410400.0,4937
1100015,202007,5597400.0,8265
1100015,202008,4995600.0,7363
1100015,202009,4652776.0,8551
1100015,202010,3069212.0,7821
1100015,202011,3993612.0,8229
1100015,202012,3649839.0,8111
1100015,202101,25500.0,25
1100379,202004,1951800.0,2890
1100379,202005,2437800.0,3496
1100379,202006,1615800.0,2387
1100379,202007,2539200.0,3764
1100379,202008,2373600.0,3512
1100379,202009,2101071.0,3968
1100379,202010,1429405.0,3624
1100379,202011,1826967.0,3822
1100379,202012,1670317.0,3770
1100379,202101,11400.0,12
1100403,202004,3441000.0,5040
1100403,202005,4036200.0,5812
1100403,202006,2487000.0,3590
1100403,202007,4186800.0,6154
1100403,202008,3662400.0,5369
1100403,202009,3455657.0,6291
1100403,202010,2202187.0,5745
1100403,202011,2900065.0,6040
1100403,202012,2685944.0,5929
1100403,202101,21900.0,20
1100346,202004,3033600.0,4340
1100346,202005,3486000.0,4891
1100346,202006,2287200.0,3188
1100346,202007,3508200.0,5059
1100346,202008,3114000.0,4462
1100346,202009,2598213.0,5027
1100346,202010,1704676.0,4637
1100346,202011,2183720.0,4801
1100346,202012,2030085.0,4722
1100346,202101,18600.0,20
1100023,202004,17503800.0,24338
1100023,202005,21965400.0,30206
1100023,202006,12191400.0,16774
1100023,202007,22747200.0,32121
1100023,202008,19879200.0,27961
1100023,202009,20703675.0,33414
1100023,202010,13154435.0,30011
1100023,202011,17392804.0,31658
1100023,202012,15983838.0,30807
1100023,202101,172500.0,150
1100452,202004,6449400.0,9451
1100452,202005,8074200.0,11538
1100452,202006,5122200.0,7481
1100452,202007,8374200.0,12367
1100452,202008,7589400.0,11177
1100452,202009,7342212.0,13011
1100452,202010,4892890.0,11866
1100452,202011,6367797.0,12492
1100452,202012,5708968.0,12285
1100452,202101,53100.0,50
1100031,202004,837000.0,1219
1100031,202005,1096200.0,1547
1100031,202006,636600.0,923
1100031,202007,1140000.0,1671
1100031,202008,994200.0,1457
1100031,202009,1056931.0,1767
1100031,202010,686642.0,1625
1100031,202011,882283.0,1694
1100031,202012,801061.0,1654
1100031,202101,15000.0,16
1100601,202004,874800.0,1314
1100601,202005,1030800.0,1519
1100601,202006,600600.0,897
1100601,202007,1069200.0,1606
1100601,202008,940800.0,1420
1100601,202009,905945.0,1654
1100601,202010,575413.0,1502
1100601,202011,763933.0,1584
1100601,202012,702732.0,1561
1100601,202101,5100.0,5
1100049,202004,13102200.0,18909
1100049,202005,16414200.0,23435
1100049,202006,9435600.0,13494
1100049,202007,17101800.0,24983
1100049,202008,15034200.0,21917
1100049,202009,15422337.0,25822
1100049,202010,9812466.0,23047
1100049,202011,12676906.0,23959
1100049,202012,11588886.0,23246
1100049,202101,220500.0,190
1100700,202004,1861800.0,2833
1100700,202005,2244600.0,3316
1100700,202006,1407000.0,2115
1100700,202007,2347200.0,3555
1100700,202008,2095200.0,3176
1100700,202009,2032280.0,3721
1100700,202010,1331137.0,3449
1100700,202011,1752332.0,3609
1100700,202012,1596886.0,3570
1100700,202101,9000.0,6
1100809,202004,6020400.0,7842
1100809,202005,6708600.0,8698
1100809,202006,4545600.0,5700
1100809,202007,6929400.0,9152
1100809,202008,6339000.0,8262
1100809,202009,5037754.0,9106
1100809,202010,3315465.0,8338
1100809,202011,4294881.0,8700
1100809,202012,3947211.0,8541
1100809,202101,30000.0,31
1100908,202004,583800.0,876
1100908,202005,709200.0,1038
1100908,202006,424200.0,631
1100908,202007,720000.0,1077
1100908,202008,643200.0,962
1100908,202009,555230.0,1069
1100908,202010,368902.0,992
1100908,202011,460612.0,1023
1100908,202012,436822.0,1009
1100908,202101,2100.0,3
1100056,202004,2956800.0,4215
1100056,202005,3566400.0,5021
1100056,202006,2065800.0,2865
1100056,202007,3675000.0,5298
1100056,202008,3178800.0,4560
1100056,202009,3240929.0,5460
1100056,202010,2027973.0,4885
1100056,202011,2662095.0,5136
1100056,202012,2455161.0,5018
1100056,202101,29400.0,25
1100924,202004,1315800.0,1842
1100924,202005,1639200.0,2255
1100924,202006,1075800.0,1505
1100924,202007,1714200.0,2434
1100924,202008,1553400.0,2200
1100924,202009,1453028.0,2516
1100924,202010,956139.0,2259
1100924,202011,1233123.0,2354
1100924,202012,1119024.0,2287
1100924,202101,10800.0,10
1100064,202004,2371200.0,3508
1100064,202005,3102600.0,4480
1100064,202006,1690800.0,2490
1100064,202007,3235200.0,4810
1100064,202008,2749200.0,4093
